tweet_id,airline_sentiment,airline,lat,lon,tweet_location,tt_lat,tt_lng,user_timezone,usr_lat,usr_lng,hour,date,dow
938270102583000960,neutral,,,,,,,Madrid,40.4167754,-3.7037902,4,2017-12-06,2
940735482958402048,positive,iberia,,,,,,Central Time (US & Canada),37.09024,-95.712891,0,2017-12-13,2
933098303306076032,neutral,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,22,2017-11-21,1
924989371480240000,neutral,,,,"Madrid, España",40.4167754,-3.7037902,Madrid,40.4167754,-3.7037902,13,2017-10-30,0
923485018898534016,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,9,2017-10-26,3
935245224242237952,neutral,iberia,,,,,,Athens,37.97614000000004,23.73640000000006,20,2017-11-27,0
935522320709505024,neutral,iberia,,,,,,,,,14,2017-11-28,1
943085078678265984,negative,iberia,,,,,,Santiago,-33.4488897,-70.6692655,11,2017-12-19,1
936308024574201984,negative,iberia,,,,,,,,,18,2017-11-30,3
927857767968379008,negative,,,,,,,Greenland,71.706936,-42.604303,11,2017-11-07,1
930121040629550976,negative,iberia,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,17,2017-11-13,0
930132597883261056,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,17,2017-11-13,0
946768474763922944,negative,iberia,,,,,,,,,15,2017-12-29,4
933236222322916992,positive,ryanair,,,,,,,,,7,2017-11-22,2
923176300243758976,negative,iberia,,,,,,,,,13,2017-10-25,2
940629364538002944,positive,iberia,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,17,2017-12-12,1
936979903903424000,negative,iberia,,,,,,,,,15,2017-12-02,5
941366647897682048,positive,iberia,,,,,,Amsterdam,52.3702157,4.895167900000001,17,2017-12-14,3
930458360180363008,neutral,ryanair,,,,,,,,,15,2017-11-14,1
925080174655259008,positive,iberia,,,,,,Berlin,52.52000659999999,13.404954,19,2017-10-30,0
930580935908708992,neutral,iberia,,,,,,,,,23,2017-11-14,1
941620617035399040,positive,ryanair,,,,,,,,,10,2017-12-15,4
932632190130818944,neutral,iberia,,,,,,Zagreb,45.807240000000036,15.967570000000023,15,2017-11-20,0
938407966436445952,negative,ryanair,,,,,,Greenland,71.706936,-42.604303,14,2017-12-06,2
945373030049570944,negative,iberia,,,,,,Greenland,71.706936,-42.604303,19,2017-12-25,0
944338839182724992,negative,iberia,,,"Pilar, Argentina",-34.459329999999966,-58.91528999999997,,,,22,2017-12-22,4
948204965100736000,negative,iberia,,,,,,,,,14,2018-01-02,1
926099720203915008,neutral,ryanair,,,,,,,,,14,2017-11-02,3
930607170277773056,negative,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,1,2017-11-15,2
926873194061058048,neutral,iberia,,,,,,,,,18,2017-11-04,5
948667410529341056,positive,iberia,,,,,,Greenland,71.706936,-42.604303,21,2018-01-03,2
925290755014480000,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,9,2017-10-31,1
923281240752573952,neutral,iberia,,,,,,,,,20,2017-10-25,2
936704685771316992,negative,iberia,,,,,,,,,21,2017-12-01,4
933148460810998016,neutral,ryanair,,,"Pasto, Colombia",1.2058837,-77.285787,Bogota,4.614960000000053,-74.06940999999995,1,2017-11-22,2
923938934341751040,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,15,2017-10-27,4
937632844255584000,neutral,iberia,,,,,,,,,10,2017-12-04,0
923942886063988992,positive,ryanair,,,,,,Madrid,40.4167754,-3.7037902,16,2017-10-27,4
923129085827650048,negative,iberia,,,,,,Amsterdam,52.3702157,4.895167900000001,10,2017-10-25,2
950452229701501056,negative,,,,,,,,,,19,2018-01-08,0
932606772149390976,positive,ryanair,,,,,,,,,13,2017-11-20,0
934390882811416064,negative,ryanair,,,,,,Paris,48.856614,2.3522219,11,2017-11-25,5
936524627664350976,neutral,ryanair,,,,,,,,,9,2017-12-01,4
942806538292429056,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,17,2017-12-18,0
943010772300566016,neutral,iberia,,,"Zaragoza, España",41.6488226,-0.8890853,Madrid,40.4167754,-3.7037902,6,2017-12-19,1
940851061732052992,negative,iberia,,,,,,,,,7,2017-12-13,2
945657522496601984,negative,,,,,,,Madrid,40.4167754,-3.7037902,14,2017-12-26,1
935513720587014016,negative,iberia,,,,,,Bogota,4.614960000000053,-74.06940999999995,14,2017-11-28,1
927654665881309056,neutral,iberia,,,,,,Bogota,4.614960000000053,-74.06940999999995,21,2017-11-06,0
936588883713842944,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,13,2017-12-01,4
935255761470583040,negative,ryanair,,,"Tesalónica, Grecia",40.6400629,22.9444191,London,51.5073509,-0.1277583,21,2017-11-27,0
943062868085309952,positive,iberia,,,,,,,,,10,2017-12-19,1
945978662834360064,neutral,ryanair,,,,,,Athens,37.97614000000004,23.73640000000006,11,2017-12-27,2
941614324560420992,negative,iberia,,,,,,,,,10,2017-12-15,4
927201899434200960,neutral,iberia,,,,,,,,,15,2017-11-05,6
941315427547992064,negative,iberia,,,,,,Athens,37.97614000000004,23.73640000000006,14,2017-12-14,3
945961386382937984,negative,iberia,,,,,,London,51.5073509,-0.1277583,10,2017-12-27,2
943199382366809984,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,19,2017-12-19,1
937740735792713984,negative,ryanair,,,,,,Madrid,40.4167754,-3.7037902,17,2017-12-04,0
941011356442152960,negative,iberia,,,,,,,,,18,2017-12-13,2
933553917077676032,negative,iberia,,,,,,Central Time (US & Canada),37.09024,-95.712891,4,2017-11-23,3
937270448013959040,negative,iberia,,,,,,,,,10,2017-12-03,6
937121508744408960,positive,iberia,,,,,,,,,0,2017-12-03,6
927544456496270976,negative,iberia,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,14,2017-11-06,0
935975050401976064,negative,vueling,,,,,,Madrid,40.4167754,-3.7037902,20,2017-11-29,2
941338043021132032,positive,norwegian,,,,,,Madrid,40.4167754,-3.7037902,16,2017-12-14,3
941641562588679936,neutral,ryanair,,,,,,Madrid,40.4167754,-3.7037902,12,2017-12-15,4
944685275594273024,neutral,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,21,2017-12-23,5
947176246798176000,negative,iberia,,,,,,,,,18,2017-12-30,5
943946961119580032,negative,iberia,,,,,,,,,20,2017-12-21,3
936650637424643968,positive,iberia,,,,,,Eastern Time (US & Canada),37.51647579999999,-82.8067126,17,2017-12-01,4
944888903911304960,negative,iberia,,,,,,Greenland,71.706936,-42.604303,11,2017-12-24,6
936627019760022016,neutral,iberia,,,,,,Mexico City,19.4326077,-99.133208,16,2017-12-01,4
944006695688294016,negative,iberia,,,,,,Athens,37.97614000000004,23.73640000000006,0,2017-12-22,4
944417871899357056,negative,spanair,,,,,,Bogota,4.614960000000053,-74.06940999999995,4,2017-12-23,5
945959091272216064,negative,iberia,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,10,2017-12-27,2
941714880574483968,neutral,ryanair,,,,,,Madrid,40.4167754,-3.7037902,17,2017-12-15,4
941790302792241024,neutral,ryanair,,,,,,,,,22,2017-12-15,4
944319999686184960,positive,iberia,,,,,,,,,21,2017-12-22,4
933389176082484992,positive,iberia,,,,,,,,,17,2017-11-22,2
931465715487518976,negative,iberia,,,"Madrid, Spain",40.4167754,-3.7037902,Helsinki,60.16985569999999,24.9383791,10,2017-11-17,4
934932076402499968,negative,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,23,2017-11-26,6
936621520146910976,negative,iberia,,,,,,,,,15,2017-12-01,4
946030389050605952,neutral,iberia,,,,,,,,,14,2017-12-27,2
938060840372141952,positive,ryanair,,,,,,Madrid,40.4167754,-3.7037902,15,2017-12-05,1
927652461246059008,neutral,iberia,,,,,,Amsterdam,52.3702157,4.895167900000001,21,2017-11-06,0
942431878639955968,negative,ryanair,,,,,,Midway Island,28.2072168,-177.3734926,16,2017-12-17,6
933406044285522048,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,18,2017-11-22,2
947173471402020992,negative,iberia,,,,,,,,,18,2017-12-30,5
923543144507101056,negative,ryanair,,,,,,,,,13,2017-10-26,3
932936312092545024,positive,ryanair,,,,,,Greenland,71.706936,-42.604303,11,2017-11-21,1
941384153878204032,positive,iberia,,,,,,Ljubljana,46.05062000000004,14.502820000000042,19,2017-12-14,3
946983472744280064,negative,spanair,,,,,,Central Time (US & Canada),37.09024,-95.712891,5,2017-12-30,5
931471693268254976,negative,iberia,,,,,,,,,10,2017-11-17,4
934843530069118976,negative,ryanair,,,,,,,,,17,2017-11-26,6
936217611620274048,neutral,iberia,,,,,,Greenland,71.706936,-42.604303,12,2017-11-30,3
940951828757394048,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,14,2017-12-13,2
933293332897206016,neutral,iberia,,,,,,Caracas,10.488010000000031,-66.87918999999994,11,2017-11-22,2
931526363370094976,neutral,ryanair,,,,,,America/Buenos_Aires,-34.6036844,-58.3815591,14,2017-11-17,4
943901927393422976,neutral,iberia,,,,,,,,,17,2017-12-21,3
937035365264785024,negative,,,,,,,,,,19,2017-12-02,5
923257406221581952,positive,iberia,,,,,,Caracas,10.488010000000031,-66.87918999999994,18,2017-10-25,2
938135891641451008,positive,iberia,,,,,,Athens,37.97614000000004,23.73640000000006,20,2017-12-05,1
942463033024089984,negative,vueling,,,,,,Madrid,40.4167754,-3.7037902,18,2017-12-17,6
941602674629382016,neutral,ryanair,,,,,,,,,9,2017-12-15,4
928588661138116992,negative,iberia,,,,,,,,,11,2017-11-09,3
926444109342167040,positive,iberia,,,,,,,,,13,2017-11-03,4
927924836579627008,positive,iberia,,,,,,Greenland,71.706936,-42.604303,15,2017-11-07,1
941626245263085952,neutral,ryanair,,,,,,,,,11,2017-12-15,4
923532679567629952,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,12,2017-10-26,3
930420285601435008,neutral,iberia,,,,,,,,,13,2017-11-14,1
941289351715213056,negative,iberia,,,,,,,,,12,2017-12-14,3
936504583400038016,negative,vueling,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,7,2017-12-01,4
932629203085922944,negative,iberia,,,,,,,,,15,2017-11-20,0
948366630580612992,neutral,ryanair,,,,,,Mountain Time (US & Canada),37.09024,-95.712891,1,2018-01-03,2
923592735206051968,negative,iberia,,,,,,Greenland,71.706936,-42.604303,16,2017-10-26,3
934516362562690944,negative,vueling,,,,,,Amsterdam,52.3702157,4.895167900000001,20,2017-11-25,5
942376711219569024,negative,iberia,,,,,,,,,12,2017-12-17,6
944135703889371008,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,9,2017-12-22,4
923243338127565056,negative,iberia,,,,,,,,,17,2017-10-25,2
934006136465960960,negative,iberia,,,,,,Greenland,71.706936,-42.604303,10,2017-11-24,4
935226983033732992,negative,tame,,,,,,Amsterdam,52.3702157,4.895167900000001,19,2017-11-27,0
941358363790765952,neutral,iberia,,,,,,Athens,37.97614000000004,23.73640000000006,17,2017-12-14,3
933450117117510016,neutral,spanair,,,,,,,,,21,2017-11-22,2
944417892933816064,positive,iberia,,,,,,Atlantic Time (Canada),56.130366,-106.346771,4,2017-12-23,5
938435762055451008,positive,iberia,,,,,,Amsterdam,52.3702157,4.895167900000001,15,2017-12-06,2
944953243607622016,negative,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,15,2017-12-24,6
947076866841763968,negative,iberia,,,,,,,,,12,2017-12-30,5
930126428246564992,neutral,iberia,,,,,,Greenland,71.706936,-42.604303,17,2017-11-13,0
925313727355916032,neutral,ryanair,,,,,,Madrid,40.4167754,-3.7037902,10,2017-10-31,1
945724235623800960,negative,iberia,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,18,2017-12-26,1
933730197379174016,neutral,ryanair,,,,,,London,51.5073509,-0.1277583,16,2017-11-23,3
945615681814520064,negative,vueling,,,,,,,,,11,2017-12-26,1
936245953123769984,neutral,iberia,,,,,,Central Time (US & Canada),37.09024,-95.712891,14,2017-11-30,3
937594688495869952,negative,spanair,,,,,,,,,8,2017-12-04,0
941387290424828032,neutral,iberia,,,,,,,,,19,2017-12-14,3
942549858703020032,negative,ryanair,,,"Aix-en-Provence, Francia",43.529742,5.447426999999999,Madrid,40.4167754,-3.7037902,0,2017-12-18,0
936931725875273984,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,12,2017-12-02,5
948307108616957952,negative,vueling,,,,,,,,,21,2018-01-02,1
933002481675760000,negative,iberia,,,,,,Mexico City,19.4326077,-99.133208,16,2017-11-21,1
944620375996093056,negative,,,,,,,Madrid,40.4167754,-3.7037902,17,2017-12-23,5
950380293764125056,negative,iberia,,,"Madrid, España",40.4167754,-3.7037902,Madrid,40.4167754,-3.7037902,14,2018-01-08,0
934211571798232960,negative,iberia,,,,,,,,,0,2017-11-25,5
926828726645673984,neutral,iberia,,,,,,Greenland,71.706936,-42.604303,15,2017-11-04,5
950389643282928000,neutral,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,15,2018-01-08,0
947455173806445056,negative,,,,"Pilar, Argentina",-34.459329999999966,-58.91528999999997,,,,13,2017-12-31,6
926082367088988032,neutral,iberia,,,,,,,,,13,2017-11-02,3
948365333378813952,neutral,ryanair,,,,,,Hawaii,19.8967662,-155.5827818,1,2018-01-03,2
933343259497255040,positive,ryanair,,,,,,,,,14,2017-11-22,2
933132800458445056,positive,iberia,,,,,,Quito,-0.1806532,-78.4678382,0,2017-11-22,2
946049295144440064,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,16,2017-12-27,2
940632249149600000,negative,ryanair,,,,,,Quito,-0.1806532,-78.4678382,17,2017-12-12,1
934275807459139968,neutral,iberia,,,,,,,,,4,2017-11-25,5
943885430474227968,negative,aeromexico,,,"Venustiano Carranza, Distrito Federal",19.4306069,-99.0949899,Central Time (US & Canada),37.09024,-95.712891,16,2017-12-21,3
948960309124923008,negative,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,16,2018-01-04,3
936303395295650048,negative,iberia,,,,,,,,,18,2017-11-30,3
927833761026331008,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,9,2017-11-07,1
948584152605057024,negative,ryanair,,,,,,Eastern Time (US & Canada),37.51647579999999,-82.8067126,15,2018-01-03,2
941088142047764992,negative,vueling,,,,,,,,,23,2017-12-13,2
950368891838041984,negative,ryanair,,,,,,Madrid,40.4167754,-3.7037902,14,2018-01-08,0
933295316996120064,negative,ryanair,,,,,,Amsterdam,52.3702157,4.895167900000001,11,2017-11-22,2
934943948757520000,positive,iberia,,,,,,Bogota,4.614960000000053,-74.06940999999995,0,2017-11-27,0
926821545154051968,negative,ryanair,,,,,,,,,14,2017-11-04,5
935226344832615040,positive,ryanair,,,"Palma, España",36.329503,-94.1159519,Amsterdam,52.3702157,4.895167900000001,19,2017-11-27,0
947126193614216960,negative,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,15,2017-12-30,5
947981533822022016,neutral,ryanair,,,,,,Mexico City,19.4326077,-99.133208,0,2018-01-02,1
949076650335010944,neutral,iberia,,,,,,Eastern Time (US & Canada),37.51647579999999,-82.8067126,0,2018-01-05,4
926320467933319040,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,5,2017-11-03,4
947472338295165056,negative,iberia,,,,,,,,,14,2017-12-31,6
941087450872545024,negative,iberia,,,,,,,,,23,2017-12-13,2
940866139902669056,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,8,2017-12-13,2
933786049624662016,negative,iberia,,,,,,,,,19,2017-11-23,3
948572764973170944,negative,ryanair,,,,,,Amsterdam,52.3702157,4.895167900000001,15,2018-01-03,2
927290495923040000,negative,iberia,,,,,,,,,21,2017-11-05,6
933788147405771008,neutral,ryanair,,,,,,London,51.5073509,-0.1277583,20,2017-11-23,3
936191050154172032,negative,iberia,,,,,,,,,11,2017-11-30,3
948516542286877056,neutral,vueling,,,,,,,,,11,2018-01-03,2
941408537430897024,positive,iberia,,,,,,Athens,37.97614000000004,23.73640000000006,20,2017-12-14,3
926856765781799040,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,17,2017-11-04,5
944900488474001024,negative,iberia,,,,,,Caracas,10.488010000000031,-66.87918999999994,12,2017-12-24,6
927520511025910016,negative,iberia,,,,,,Santiago,-33.4488897,-70.6692655,12,2017-11-06,0
933361966118157952,positive,iberia,,,,,,Caracas,10.488010000000031,-66.87918999999994,15,2017-11-22,2
935624076118385024,positive,iberia,,,"Las Condes, Chile",-33.3989812,-70.5573124,Pacific Time (US & Canada),38.7614031,-120.5072407,21,2017-11-28,1
937369087621116032,neutral,spanair,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,17,2017-12-03,6
941299474445554048,neutral,spanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,13,2017-12-14,3
941368721515467008,neutral,,,,,,,Madrid,40.4167754,-3.7037902,18,2017-12-14,3
937331671929622016,negative,iberia,,,,,,,,,14,2017-12-03,6
936571920505560960,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,12,2017-12-01,4
946893247074402048,negative,iberia,,,,,,,,,23,2017-12-29,4
923955285135446016,negative,ryanair,,,,,,,,,16,2017-10-27,4
926454390143188992,neutral,iberia,,,,,,,,,14,2017-11-03,4
933353268545277952,positive,iberia,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,15,2017-11-22,2
934029797847641984,negative,iberia,,,,,,,,,12,2017-11-24,4
948583785339281024,neutral,ryanair,,,,,,,,,15,2018-01-03,2
948128381371142016,positive,ryanair,,,,,,Madrid,40.4167754,-3.7037902,9,2018-01-02,1
937342729981432064,neutral,iberia,,,,,,Brasilia,-15.826691,-47.92182039999999,15,2017-12-03,6
947461771639558016,positive,iberia,,,,,,Amsterdam,52.3702157,4.895167900000001,13,2017-12-31,6
927080509863318016,neutral,vueling,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,7,2017-11-05,6
923870829141810944,negative,iberia,,,,,,,,,11,2017-10-27,4
948211168572781056,neutral,iberia,,,,,,,,,15,2018-01-02,1
933581299868160000,negative,iberia,,,,,,,,,6,2017-11-23,3
944299295842471936,negative,iberia,,,,,,Athens,37.97614000000004,23.73640000000006,20,2017-12-22,4
944934622449880960,negative,iberia,,,,,,Santiago,-33.4488897,-70.6692655,14,2017-12-24,6
932590894989086976,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,12,2017-11-20,0
941048018190654976,negative,iberia,,,,,,Caracas,10.488010000000031,-66.87918999999994,20,2017-12-13,2
944164284019469952,neutral,iberia,,,,,,Eastern Time (US & Canada),37.51647579999999,-82.8067126,11,2017-12-22,4
937192704244702976,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,5,2017-12-03,6
934296480965415040,negative,ryanair,,,,,,Madrid,40.4167754,-3.7037902,5,2017-11-25,5
943094841000518016,negative,iberia,,,,,,Santiago,-33.4488897,-70.6692655,12,2017-12-19,1
927426110203286016,negative,ryanair,,,,,,Caracas,10.488010000000031,-66.87918999999994,6,2017-11-06,0
923419503073070976,positive,iberia,,,,,,Amsterdam,52.3702157,4.895167900000001,5,2017-10-26,3
941603572667617024,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,9,2017-12-15,4
947817951528411008,positive,iberia,,,,,,Santiago,-33.4488897,-70.6692655,13,2018-01-01,0
943128423123341056,negative,ryanair,,,,,,Athens,37.97614000000004,23.73640000000006,14,2017-12-19,1
936240827940196992,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,14,2017-11-30,3
934064907271666944,neutral,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,14,2017-11-24,4
940764727264928000,positive,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,2,2017-12-13,2
945970645682225024,negative,iberia,,,,,,,,,10,2017-12-27,2
926776602242855040,positive,ryanair,,,,,,Madrid,40.4167754,-3.7037902,11,2017-11-04,5
941695699850183040,neutral,ryanair,,,,,,Caracas,10.488010000000031,-66.87918999999994,15,2017-12-15,4
937400485929278976,negative,,,,,,,Santiago,-33.4488897,-70.6692655,19,2017-12-03,6
933729473236816000,negative,iberia,,,,,,Santiago,-33.4488897,-70.6692655,16,2017-11-23,3
935164066724765952,neutral,iberia,,,,,,,,,15,2017-11-27,0
930645478362009984,neutral,iberia,,,,,,Caracas,10.488010000000031,-66.87918999999994,3,2017-11-15,2
948317391137762944,neutral,ryanair,,,,,,Amsterdam,52.3702157,4.895167900000001,22,2018-01-02,1
935697859718073984,negative,iberia,,,,,,Greenland,71.706936,-42.604303,2,2017-11-29,2
944917492140577024,neutral,iberia,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,13,2017-12-24,6
936170643934142976,neutral,spanair,,,,,,,,,9,2017-11-30,3
936805173481021056,neutral,iberia,,,,,,Santiago,-33.4488897,-70.6692655,3,2017-12-02,5
924954243701858944,neutral,ryanair,,,"Madrid, Comunidad de Madrid",40.42028000000005,-3.7057699999999727,Madrid,40.4167754,-3.7037902,11,2017-10-30,0
935512486584962944,negative,iberia,,,,,,,,,14,2017-11-28,1
948828000287624960,neutral,ryanair,,,,,,Madrid,40.4167754,-3.7037902,8,2018-01-04,3
940649347359956992,negative,iberia,,,,,,Amsterdam,52.3702157,4.895167900000001,18,2017-12-12,1
941080533836103936,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,23,2017-12-13,2
942704798314516992,negative,vueling,,,,,,Amsterdam,52.3702157,4.895167900000001,10,2017-12-18,0
931161004599262976,negative,iberia,,,,,,Mexico City,19.4326077,-99.133208,14,2017-11-16,3
923223491876413952,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,16,2017-10-25,2
947955929902910976,neutral,iberia,,,,,,Mexico City,19.4326077,-99.133208,22,2018-01-01,0
923229947400818944,neutral,ryanair,,,,,,Central Time (US & Canada),37.09024,-95.712891,16,2017-10-25,2
942017095600103040,negative,iberia,,,,,,,,,13,2017-12-16,5
944279153855160064,negative,,,,,,,Bogota,4.614960000000053,-74.06940999999995,18,2017-12-22,4
940784029384749056,neutral,,,,,,,Bogota,4.614960000000053,-74.06940999999995,3,2017-12-13,2
923133859603952000,negative,ryanair,,,,,,Madrid,40.4167754,-3.7037902,10,2017-10-25,2
936284114222834048,negative,iberia,,,,,,,,,17,2017-11-30,3
940682256196210944,negative,iberia,,,,,,,,,20,2017-12-12,1
945106690239853056,positive,iberia,,,,,,Athens,37.97614000000004,23.73640000000006,1,2017-12-25,0
947479640087645952,negative,iberia,,,,,,Santiago,-33.4488897,-70.6692655,14,2017-12-31,6
932542775760966016,neutral,vueling,,,"Madrid, Comunidad de Madrid",40.42028000000005,-3.7057699999999727,Madrid,40.4167754,-3.7037902,9,2017-11-20,0
934390554678481024,positive,iberia,,,,,,Central Time (US & Canada),37.09024,-95.712891,11,2017-11-25,5
948673582284115968,neutral,iberia,,,,,,,,,21,2018-01-03,2
936630110530269056,neutral,iberia,,,,,,,,,16,2017-12-01,4
940931750452190976,neutral,iberia,,,,,,Madrid,40.4167754,-3.7037902,13,2017-12-13,2
941424074986802944,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,21,2017-12-14,3
926801027843501952,negative,vueling,,,"Ariza, España",38.90482859999999,-77.05239870000001,Amsterdam,52.3702157,4.895167900000001,13,2017-11-04,5
945780293067304960,neutral,ryanair,,,,,,,,,22,2017-12-26,1
950365997202109056,negative,,,,,,,,,,13,2018-01-08,0
931039127062978048,neutral,iberia,,,,,,Lima,-12.04317999999995,-77.02823999999998,6,2017-11-16,3
942907644297268992,positive,iberia,,,,,,Madrid,40.4167754,-3.7037902,0,2017-12-19,1
927444615384486016,positive,iberia,,,,,,,,,7,2017-11-06,0
946187772003586048,negative,iberia,,,,,,Santiago,-33.4488897,-70.6692655,1,2017-12-28,3
933082125913424000,neutral,vueling,,,"Loiu, España",43.3069814,-2.9126022,Madrid,40.4167754,-3.7037902,21,2017-11-21,1
930853262756105984,positive,iberia,,,,,,,,,17,2017-11-15,2
930461871123123968,negative,iberia,,,,,,Buenos Aires,-34.60848999999996,-58.37343999999996,15,2017-11-14,1
942172750747176960,neutral,ryanair,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,23,2017-12-16,5
931568264790118016,negative,iberia,,,,,,,,,17,2017-11-17,4
932546496934924032,neutral,iberia,,,,,,,,,9,2017-11-20,0
941269069818457984,negative,iberia,,,,,,,,,11,2017-12-14,3
927486859479076992,negative,iberia,,,"Aeropuerto, Madrid",36.2786587,-94.30429400000001,Madrid,40.4167754,-3.7037902,10,2017-11-06,0
948548012606939008,negative,iberia,,,,,,,,,13,2018-01-03,2
935559577403362944,negative,iberia,,,,,,,,,17,2017-11-28,1
945569443945598976,negative,iberia,,,,,,Pacific Time (US & Canada),38.7614031,-120.5072407,8,2017-12-26,1
927831606664024064,negative,iberia,,,,,,Madrid,40.4167754,-3.7037902,9,2017-11-07,1
946302515137703936,negative,ryanair,,,,,,Madrid,40.4167754,-3.7037902,8,2017-12-28,3
925005312389771008,neutral,ryanair,,,,,,,,,14,2017-10-30,0
938385594429968000,negative,iberia,,,,,,Central Time (US & Canada),37.09024,-95.712891,12,2017-12-06,2
