tweet_id,tweet_created,airline_sentiment,is_reply,reply_count,retweet_count,text,tweet_coord,tweet_location,user_timezone,newairline_sentiment,users,hashtags
932936312092545026,2017-11-21 11:38:44,positive,False,0,0,"hay vuelos en #ryanair por tan solo ,99€  yo sin un puto duro para hacer un je  ningún sitio... #putamierdatodo",,,Greenland,positive,,ryanair|putamierdatodo
933293332897206272,2017-11-22 11:17:24,neutral,False,0,0,iberia aumentará sus vuelos semanales de la ruta buenos aires-madrid en 2018 #notextanddrive ,,,Caracas,neutral,,notextanddrive
943901927393423360,2017-12-21 17:52:10,neutral,False,0,0,#iberia soea la huelga en #navidad: no habrá paros en el prat en plena ‘operación salida’ ,,,,neutral,,iberia|navidad
926444109342167040,2017-11-03 13:41:02,positive,False,0,0,menudo regalazo le hizo samsung  los pasajeros del vuelo de iberia con el #note8abordo ,,,,positive,,note8abordo
927924836579627009,2017-11-07 15:44:55,positive,True,0,0,@iberia hola colombia! #holacolombia✋,,,Greenland,positive,iberia,holacolombia
944417892933816321,2017-12-23 04:02:26,positive,True,0,0,@iberia gracias. mis afectos desde rd. #felicidades 🇩🇴🎄🤶🎅,,,Atlantic Time (Canada),positive,iberia,felicidades
947076866841763840,2017-12-30 12:08:15,negative,True,0,0,"@iberia #iberia  esa vía continúan tomándome el pelo, me responden cualquier cosa sin leerme. tratamiento vergonzo… ",,,,negative,iberia,iberia
933730197379174400,2017-11-23 16:13:21,neutral,True,0,0,@ryanair madrid #travelthursday,,,London,neutral,ryanair,travelthursday
940632249149599744,2017-12-12 17:19:38,negative,False,0,0,pilotos amenazan con nuevas protestas en contra de ryanair en europa: #noticiasec,,,Quito,negative,,noticiasec
948584152605057024,2018-01-03 15:57:40,negative,False,0,0,#noticiasevtv ¡impaciente! para sorpresa de sus compañeros de vuelo un pasajero de la línea ryanair decidió agarrar… ,,,Eastern Time (US & Canada),negative,,noticiasevtv
947981533822021633,2018-01-02 00:03:04,neutral,False,0,0,"llega el primer #duelodemarcas de marketingdirecto: ryanair vs. easyjet - nuevo año, nuevos proyectos. en… ",,,Mexico City,neutral,,duelodemarcas
935624076118384640,2017-11-28 21:38:57,positive,False,0,0,me encanta que lleven  #bloggers  mostrar destinos!! 💜🌎✈️ muy bien ahí @iberia! 👌👏 #travelblogger #blogdeje… ,,"Las Condes, Chile",Pacific Time (US & Canada),positive,iberia,bloggers|travelblogger|blogdeje
936571920505561088,2017-12-01 12:25:21,neutral,False,0,0,miradas... 😍 @airbus #a346 “miguel servet” de @iberia en #t4s #lemd #felizviernes ,,,Madrid,neutral,airbus|iberia,lemd|felizviernes
948583785339281410,2018-01-03 15:56:12,neutral,False,0,0,angeldelosrios juancanosur #ampliación🔴 el pasajero de #ryanair que trató en #málaga de bajar del avión por un ala… ,,,,neutral,,ampliación|ryanair|málaga
927080509863317504,2017-11-05 07:49:52,neutral,True,0,0,@aena @ryanair @norwegian_es @easyjet @vueling algún vuelo #pamplona por favor ,,,Pacific Time (US & Canada),neutral,aena|ryanair|norwegian_es|easyjet|vueling,pamplona
923870829141811202,2017-10-27 11:15:45,negative,False,0,0, quién se le puede reclamar por este retraso? había pensado ir  la ventanilla de iberia... #duiarv ,,,,negative,,duiarv
935697859718074369,2017-11-29 02:32:08,negative,True,0,0,@vitnoriega @solenelnoe @iberia @iberiaplus quien es el #flipao este de la tabla de surf? @solenelnoe iberia no… ,,,Greenland,negative,vitnoriega|solenelnoe|iberia|iberiaplus|solenelnoe,flipao
941080533836103680,2017-12-13 23:00:58,neutral,False,0,0,feliz cumpleaños @iberia .  seguir volando bien alto. #90aniversarioiberia #megustavolar… ,,,Madrid,neutral,iberia,megustavolar
932542775760965632,2017-11-20 09:34:58,neutral,False,0,0,"ryanair, easyjet  vueling dominan el tráfico aéreo hacia españa. #negocios #turismo",,"Madrid, Comunidad de Madrid",Madrid,neutral,,negocios|turismo
940931750452191234,2017-12-13 13:09:45,neutral,False,0,0,todo el pasaje del vuelo #ib3723 de @iberia del lunes 11 de diciembre tirados en el aeropueo de amsterdam durante… ,,,Madrid,neutral,iberia,ib3723
931039127062978560,2017-11-16 06:00:00,neutral,False,0,0,[#video] iberia  su propuesta para ‘capturar’  los turistas premium del perú ,,,Lima,neutral,,video
933082125913423872,2017-11-21 21:18:09,neutral,False,0,0,saldrá  tiempo???  mejor dicho llegará  tiempo?? #misionimposible #bilbao - #malaga @vueling @iberia,,"Loiu, España",Madrid,neutral,vueling|iberia,misionimposible|bilbao|malaga
927486859479076864,2017-11-06 10:44:33,negative,False,0,0,hola @iberia vamos  llevarnos bien por 12 horas... #exilio #work ,,"Aeropuerto, Madrid",Madrid,negative,iberia,exilio|work
923145096576499713,2017-10-25 11:11:56,positive,False,0,0,retweeted el comercio (@elcomerciodigit): 🛫 #ryanair reclutará en oviedo  nuevos tripulantes de cabina... ,,,Madrid,positive,elcomerciodigit,ryanair
923232118288809984,2017-10-25 16:57:44,negative,False,0,0,famoso @iberia por sus desastres en #servicioalcliente en mi caso me hizo perder una impoante conferencia por can… ,,,Central America,negative,iberia,servicioalcliente
927247998094110721,2017-11-05 18:55:24,positive,False,0,0, buscar frío!!! #palnoe #muchneeded #iberia #desuranoe #breveescala #terminal4 #airpos… ,,,Greenland,positive,,palnoe|muchneeded|iberia|desuranoe|breveescala|terminal4|airpos
932916821463912448,2017-11-21 10:21:17,positive,False,0,0,#sociedad | ryanair ofrece hoy cien mil billetes desde  euros para volar en enero desde alicante… ,,,,positive,,sociedad
927509414281646080,2017-11-06 12:14:11,positive,True,0,0,@iberia #holaargentina. je con usyedes  la experiencia estuvo buenisima. espero repetirla,,,,positive,iberia,holaargentina
931517679789277184,2017-11-17 13:41:36,negative,True,0,0,@rosendochv @aicm_mx tripulación del vuelo por @iberia 6409 de #mad  #mex atrapados en el aeropueo de querétaro… ,,,,negative,rosendochv|aicm_mx|iberia,mad|mex
947005840351006725,2017-12-30 07:26:01,positive,False,0,0,"ganas de probar #iberia en vuelos intercontinentales, mientras tanto he decir que #qatar airways es, con diferencia… ",,,Greenland,positive,,iberia|qatar
941356606884909056,2017-12-14 17:17:59,negative,False,0,0,📆 título de #efeméride: hoy hace 90 años que despegó por primera vez un avión de @iberia ¡gracias por tantas décadas haciéndonos volar! ✈️🌍,,,Pacific Time (US & Canada),negative,iberia,efeméride
948667800029102081,2018-01-03 21:30:03,negative,True,0,0,@ryanair con retraso como siempre #vuelofr5447 mar-mad ,,,Brasilia,negative,ryanair,vuelofr5447
945851715705888769,2017-12-27 02:59:56,neutral,False,0,0,#yoveoshowdegoles faltó el gol olímpico de serena  coquimbo en el ranking de los goles /:fuerza para iberia!,,,,neutral,,yoveoshowdegoles
930902113735102469,2017-11-15 20:55:33,negative,False,0,0,primer vuelo de mi vida perdido gracias  la ayuda de @ryanair @ryanairflights #worstflightcompany,,,Athens,negative,ryanair|ryanairflights,worstflightcompany
935074599359918080,2017-11-27 09:15:31,negative,True,0,0,"@iberiaexpress llevo desde ayer intentando comprar un billete en la web de #iberiaexpress al ver que no va, llamo … ",,,Madrid,negative,iberiaexpress,iberiaexpress
932976868248211457,2017-11-21 14:19:53,positive,False,0,0,#ryanair lanza vuelos  cinco euros por el #blackfriday ,,,,positive,,ryanair|blackfriday
934094297166643200,2017-11-24 16:20:09,neutral,False,0,0,"el conjunto megalítico de mulisko gaina, urnieta: #prehistoria #historia #muliskogaina… ",,,Madrid,neutral,,prehistoria|historia|muliskogaina
933333381462577153,2017-11-22 13:56:33,negative,False,0,0,hoy el #coroabieo ha paicipado en la clausura de los premios foro justi  discapacidad del @poderjudiciales ,,,,negative,poderjudiciales,coroabieo
926111792715182081,2017-11-02 15:40:32,neutral,False,0,0,ryanair lanza ofea de fin de semana de vuelos para indepes  25€  bruselas. solo je de ida #catalunya,,,,neutral,,catalunya
935962107589398528,2017-11-29 20:02:10,positive,False,0,0,#iberiaexpress lanza una ofea de billetes  € ,,,,positive,,iberiaexpress
933950446317731840,2017-11-24 06:48:33,neutral,False,0,0," #eldespearliberal mira al cielo: ""lufthansa contra ryanair: la gran batalla aérea"". (@expansioncom). con… ",,,Pacific Time (US & Canada),neutral,expansioncom,eldespearliberal
934091934989258753,2017-11-24 16:10:46,neutral,False,0,0,en #3cat10 tres paidazos para mañana. @fccanbuxeres  @cfaespluguenc   las   una hora más tarde el… ,,,Amsterdam,neutral,fccanbuxeres|cfaespluguenc,3cat10
936571527402807296,2017-12-01 12:23:47,negative,False,0,0,#buenviernes porque? estamos como en 1982 ● nos interesa  nos venden más: el soeo del mundial de rusia que ● … ,,,,negative,,buenviernes
940705121784225793,2017-12-12 22:09:13,neutral,False,0,0,#irlanda | pilotos de aerolínea #ryanair iniciaron huelga por mejores remuneraciones salariales… ,,,Caracas,negative,,irlanda|ryanair
948963867652165632,2018-01-04 17:06:31,neutral,False,0,0,"#iag 2017 pasajeros: +.%. iag transpoó  104, millones de pasajeros el pasado año, lo que supone un aumento an… ",,,,neutral,,iag
941072763955109888,2017-12-13 22:30:05,negative,False,0,0,que bien volver de vacaciones  que @iberia @iberiaexpress te pierdan tu maleta. #felicidad,,,Madrid,negative,iberia|iberiaexpress,felicidad
935196398479396864,2017-11-27 17:19:31,neutral,False,0,0,queremos agradecer  #just😀iberia los tratamientos que hicieron gratis  las mujeres socias  familiares el sábado… ,,,,neutral,,just
926894893548621824,2017-11-04 19:32:18,neutral,False,0,0,"hay otros #ryanair . están en las costas griegas, libias, almerienses.  tú con quién ""vuelas""?",,,,neutral,,ryanair
941624247046361088,2017-12-15 11:01:29,negative,False,0,0,los @pilotos ganan: #ryanair acepta que existe la representación laboral vía @hosteltur @sepla_pilotos,,,Madrid,negative,pilotos|hosteltur|sepla_pilotos,ryanair
927967580412956672,2017-11-07 18:34:46,positive,True,0,0,@iberia #holacolombia seria la mejor sorpresa que le puedo dar  mi abuela! llevarle  sus bisnietas,,,,positive,iberia,holacolombia
946142475890188288,2017-12-27 22:15:19,neutral,False,0,0,#pongamonosserios bajo  . wanders  subió la calera bajo  segunda división iberia  subió vallenar  melipilla… ,,"Cerrillos, Chile",,neutral,,pongamonosserios
948265609040719873,2018-01-02 18:51:53,negative,False,0,0,sucedió en un vuelo de #ryanair: abre la puea de emergencia en un #londres-#málaga  intenta bajar por el ala. lo… ,,,,negative,,ryanair|londres|málaga
927992441684332544,2017-11-07 20:13:34,neutral,True,0,0,@iberia #holacolombia no conozco  rico  me invitaran jajajaja,,,,neutral,iberia,holacolombia
925077354900312064,2017-10-30 19:10:03,positive,False,0,0,vaya detallazo el de samsung con estos pasajeros de iberia... ¡un teléfono de altos vuelos! #note8abordo ,,,Madrid,positive,,note8abordo
937069333821448192,2017-12-02 21:21:53,negative,False,0,0,esta es la nota del vuelo #iberia 6841 en el que jábamos ayer: un avión que iba  argentina aterriza en tenerif… ,,,Buenos Aires,negative,,iberia
945994850062815232,2017-12-27 12:28:42,positive,False,0,0,con lo bien que funciona @iberia  lo lamentable que es el servicio de @british_airways en el #checkin de… ,,,London,positive,iberia|british_airways,checkin
926073163540246533,2017-11-02 13:07:02,positive,False,0,0,que suee tuvieron los pasajeros de este vuelo de iberia que recibieron un samsung galaxy note  #note8abordo ,,,Greenland,positive,,note8abordo
926237099250069504,2017-11-02 23:58:27,positive,True,0,0,@iberia @laupaybra #holaargentina me encantaría conocee,,,Madrid,positive,iberia|laupaybra,holaargentina
940980597987643392,2017-12-13 16:23:51,negative,False,0,0,cuando pagas ventana en #ryanair  la mierda del cristal te tapa las vistas #putabida ,,,Madrid,negative,,ryanair|putabida
937395361840328706,2017-12-03 18:57:24,negative,True,0,0,"@mosesspain no sólo ryanair, los demás también se han vuelto igual de miserables...aún así #raynair #nomore",,,,negative,mosesspain,raynair|nomore
948871522587947008,2018-01-04 10:59:34,neutral,False,0,0,"iag, el grupo de iberia  vueling, compra la austriaca niki que estaba en quiebra : | #thexfiles #7vecessí",,,Athens,neutral,,thexfiles|7vecessí
935696363999899648,2017-11-29 02:26:12,positive,False,0,0,"veo el comercial de iberia de hola europa, hola colombia,  me encanta porque todo lo conozco. 💕 #insuperable #4ever 😂😆☺",,,Pacific Time (US & Canada),positive,,insuperable|4ever
935940600188293121,2017-11-29 18:36:42,negative,False,0,0,"vuelo madrid-vigo de @iberia , vaya mierda de organización.... 😤 #estapasando",,,,negative,iberia,estapasando
947399874571591680,2017-12-31 09:31:46,negative,False,0,0,"sabiendo que #budapest es aeropueo donde roban en maletas, @iberia debería adoptar medidas  no obligar  dejar equipaje mano en bodega!",,,Athens,negative,iberia,budapest
938414577364164608,2017-12-06 14:27:24,negative,False,0,0,"así jamos en @iberia #iberia 3h así... un poco justitos, ¿no? ",,,Madrid,negative,iberia,iberia
933429588474187781,2017-11-22 20:18:50,positive,False,0,0,"soñar no cuesta nada *yo viendo las promociones del #blackfriday en ryanair, tap, iberia, klm",,,Lisbon,positive,,blackfriday
937095074252541953,2017-12-02 23:04:10,neutral,False,0,0,"#marketing maa ríos, de la dirección de marketing  la dirección general de adidas iberia ",,,Madrid,neutral,,marketing
933764943085699073,2017-11-23 18:31:25,negative,True,0,0,@ryanair #travelthursday madrid!,,,London,negative,ryanair,travelthursday
940925721903591424,2017-12-13 12:45:48,positive,False,0,0,"#lucía, la azafata de @iberia que inspiró  #serrat ",,"Sevilla, España",Madrid,positive,iberia,lucía|serrat
937357902532276225,2017-12-03 16:28:33,neutral,False,0,0,ryanair garante que só contrata tripulantes de cabine qualificados # jornal economico - economia #finanças ,,,Kyiv,neutral,,finanças
942643811083325440,2017-12-18 06:32:52,negative,False,0,0,cómo hubiésemos agradecido el grupo de #atrapadosencolonia esa cola kilométrica de información por pae de… ,,"Palma, España",Madrid,negative,,atrapadosencolonia
927673610336133120,2017-11-06 23:06:38,positive,False,0,0,#otgala2 las azafatas de ryanair  virgin,,,Madrid,positive,,otgala2
950438038106247168,2018-01-08 18:44:21,negative,False,0,0,"😂😂😂 qué paveros los de @ryanair! #siempremejorando dicen, mientras siguen en su escalada de monopolizar  restar se… ",,,Madrid,negative,ryanair,siempremejorando
940612482258931712,2017-12-12 16:01:06,negative,False,0,0,los pilotos de #ryanair amenazan con una huelga para #navidad en los vuelos  dublín ,,,London,negative,,ryanair|navidad
936274748249706501,2017-11-30 16:44:29,neutral,True,0,0,@ryanair #travelthursday alicante ✈️ ,,,,neutral,ryanair,travelthursday
924037184730157056,2017-10-27 22:16:47,negative,True,0,0,@larazon_es pues te compras un billete de #iberia  dejas de hacer el miserable,,,Madrid,negative,larazon_es,iberia
940915682094526464,2017-12-13 12:05:54,negative,False,0,0,"estafa de @ryanair #ryanairflights, el  de diciembre cayó el sistema de @ryanair haciendo imposible hacer el che… ",,,Hawaii,negative,ryanair|ryanair,ryanairflights
942833254167711744,2017-12-18 19:05:39,positive,False,0,0,barómetro #business: iberia (57%)  vueling (61%) son las compañías aéreas más utilizadas en los #jes de… ,,,,positive,,business|jes
944939998834458624,2017-12-24 14:37:06,negative,False,0,0," albeo, @iberia le perdió la valija. #testimonios 👇🏻 ",,,Santiago,negative,iberia,testimonios
926154221375971328,2017-11-02 18:29:08,positive,True,0,0,@iberia #holaargentina 🌎quiero volar con iberia!,,,,positive,iberia,holaargentina
930501527600541703,2017-11-14 18:23:46,positive,False,0,0,"#holacolombia , hace mucho tiempo sigo  @iberia , algun dia volare con ustedes  europa , tierras magica  de ensu… ",,,,positive,iberia,holacolombia
936290174241312768,2017-11-30 17:45:47,neutral,True,0,0,@ryanair fueeventura #travelthursday,,,Hawaii,neutral,ryanair,travelthursday
944137511588245504,2017-12-22 09:28:18,neutral,False,0,0,la huelga de pilotos de ryanair tiene pocas repercusiones en alemania #mercados,,,West Central Africa,neutral,,mercados
932972222712504320,2017-11-21 14:01:26,negative,False,0,0,enhorabuena  #ryanair por los dos días fantásticos que llevan en el aeropueo de #scq. muy profesional el persona… ,,,Greenland,negative,,ryanair|scq
927926606978519040,2017-11-07 15:51:57,negative,False,0,0," volar con @iberia ... ae, cultura  gastronomía... #españa  sus indescriptibles ciudades... la puea para con… ",,,,negative,iberia,españa
942402710267187201,2017-12-17 14:34:49,neutral,True,0,0,@iberia #holaeuropa. ya nos veremos. ,,,Bogota,neutral,iberia,holaeuropa
945518804330692608,2017-12-26 04:57:04,negative,True,0,0,@fitur_madrid #tipicodenavidad @iberia perdió mi maleta hace  días  no saben dónde está. tengo medicamentos que … ,,,Pacific Time (US & Canada),negative,fitur_madrid|iberia,tipicodenavidad
926651067965853696,2017-11-04 03:23:25,positive,True,0,0,@iberia #holaargentina puede ser al revés  que me lleven  españa? los amaría tanto como ganar el concurso💖💖💖,,,Santiago,positive,iberia,holaargentina
949044642485559296,2018-01-04 22:27:29,negative,False,0,0,#ahora en #ryanair embarcando en el vuelo de las 19:46 de #sevilla  #barcelona  las 23:46 @ryanair_es #pesimo #servicio,,,Madrid,negative,ryanair_es,ahora|ryanair|sevilla|barcelona|pesimo|servicio
936067281175621638,2017-11-30 03:00:05,positive,False,0,0,"no busques, vive  encontrarás ☺️ #ryanair #milan ",,,Greenland,positive,,ryanair|milan
931494520402972672,2017-11-17 12:09:34,neutral,False,0,0,ryanair lanza las ‘tarjetas regalo’ para empresas. #acionaldia ,,,Pacific Time (US & Canada),neutral,,acionaldia
948694285637050369,2018-01-03 23:15:18,neutral,True,0,0,@aeroasturias @volotea @turismoasturias resumiendo: 1º- @volotea_es @volotea nos vacilo  todos los #asturianos co… ,,"Oviedo, España",Madrid,neutral,aeroasturias|volotea|turismoasturias|volotea_es|volotea,asturianos
933257765296001024,2017-11-22 08:56:04,neutral,False,0,0,quedará algún #billete  estas alturas....?🧐 ,,,Madrid,neutral,,billete
930502505074749440,2017-11-14 18:27:39,neutral,True,0,0,@iberia #holacolombia 🙌🏻sueño con conocer la magia de europa!!! algun dia volare con ustedes 💃🇪🇸,,,,neutral,iberia,holacolombia
935473040443564032,2017-11-28 11:38:47,negative,False,0,0,abrir una única conexión @ryanair #vll - #svq  que el acceso por transpoe público al #aeropueova no coincida … ,,,,negative,ryanair,vll|svq|aeropueova
930326642681106433,2017-11-14 06:48:50,neutral,True,0,0,@iberia #holacolombia✋ ojalá lo gane,,,Central Time (US & Canada),neutral,iberia,holacolombia
926893391589335042,2017-11-04 19:26:20,neutral,False,0,0,"comentario en escribe tu relato de noviembre (): la reina de baile panameño, gioanni ostia por karla iberia…… #re…",,,Madrid,neutral,,re
943129195038887938,2017-12-19 14:41:37,neutral,True,0,0,"@iberia felicidades, pero ¿ algún siglo con un a380  solo tiene derecho ba? #pregunta",,,Madrid,neutral,iberia,pregunta
926509718478213120,2017-11-03 18:01:45,positive,True,0,0,@iberia #holaargentina 🌍 quiero jarr 😊,,,,positive,iberia,holaargentina
942322403333562368,2017-12-17 09:15:43,positive,False,0,0,no hay nada como unas galletas de palencia para acompañar @iberia #aguilardecampoo ,,,Athens,positive,iberia,aguilardecampoo
946465299536187392,2017-12-28 19:38:06,positive,False,0,0,en mitad de un vuelo... el comandante de #ryanair comunica que el aeropueo de destino ha sido cancelado  una hue… ,,,,positive,,ryanair
930301682579320832,2017-11-14 05:09:39,positive,False,0,0,#holacolombia ✋ ya te sigo @iberia ,,,Caracas,positive,iberia,holacolombia
947785556490178560,2018-01-01 11:04:20,positive,True,0,0,"@aemet_sinobas nos mueve la pasión por volar , gracias #iberia🌜✈️. foto/ @lebribri (francia) ",,,,positive,aemet_sinobas|lebribri,iberia
925075566067318784,2017-10-30 19:02:56,neutral,False,0,0,nuevo en la web de la fprz: exposición centenario iberia: gracias  pz “la convivencia” #realzaragoza,,,Madrid,neutral,,realzaragoza
933489950053621762,2017-11-23 00:18:42,positive,False,0,0,aunque ud. no lo crea 👉🏻 así se ja en la primera de @iberia ! 💺😍✈️ #holaiberia #holaaunanuevaiberia ,,"Ciudad Autónoma de Buenos Aires, Argentina",Buenos Aires,positive,iberia,holaiberia|holaaunanuevaiberia
943122113044631552,2017-12-19 14:13:28,negative,False,0,0,#ryanair deja tres horas en zaragoza  la gente tirada  todavía dice que cumple la normativa. vergonzoso es poco.,,,,negative,,ryanair
927240347893338112,2017-11-05 18:25:00,neutral,False,0,0,#holaargentina 🌎 ¡haz   síguenos  entrarás en el soeo de un je de largo radio para ! ✈️ @iberia ,,,Belgrade,neutral,iberia,holaargentina
923154321080012802,2017-10-25 11:48:36,positive,False,0,0,#nosardinasenlata @vueling  @iberia deberían aprender de american airlines. asiento de delante reclinado  mis pie… ,,,Pacific Time (US & Canada),positive,vueling|iberia,nosardinasenlata
948574693879140354,2018-01-03 15:20:05,neutral,False,0,0,#miquiosco_com pasajero impaciente intenta saltar por el ala de un avión [video] ,,,Quito,neutral,,miquiosco_com
948840614392713216,2018-01-04 08:56:45,negative,False,0,0,"#tirados en #elprat. avión de #level , @iberia retrasado constantemente primero dos  ahora tres horas. sin explicaciones. penoso.",,,,negative,iberia,tirados|elprat|level
946509662341554176,2017-12-28 22:34:23,negative,True,0,0,@iberia @iberiaexpress especialistas en dejae tirado en navidad!😢 #novuelesconiberia #nuncamais #iberia #fraude… ,,,,negative,iberia|iberiaexpress,novuelesconiberia|nuncamais|iberia|fraude
941478735185883136,2017-12-15 01:23:16,neutral,False,0,0,la nueva política de equipajes de ryanair entrará en vigor el próximo 15 de enero #enero #entrará #equipajes,,,Central Time (US & Canada),neutral,,enero|entrará|equipajes
923278503092588545,2017-10-25 20:02:03,neutral,False,0,0,ryanair reclutará en españa 100 nuevos tripulantes de cabina para toda europa #laranagaspar,,,Pacific Time (US & Canada),neutral,,laranagaspar
940684003694338048,2017-12-12 20:45:18,neutral,True,0,0,@dinkyjeros @elmundook @seatguru @emirates jajaja yo para que voy  mirar los de @ryanair #jeschat ( similares 😂),,,Pacific Time (US & Canada),neutral,dinkyjeros|elmundook|seatguru|emirates|ryanair,jeschat
936223294977691648,2017-11-30 13:20:02,positive,True,0,0,@ryanair fueeventura!!! #travelthursday ✈️🛩🌞🌍🏝,,,Madrid,positive,ryanair,travelthursday
943063624796573696,2017-12-19 10:21:04,negative,False,0,0,iberia  otras nueve compañías cancelan vuelos  turquía por descenso turismo. #zdigital ,,,La Paz,negative,,zdigital
943109180797345792,2017-12-19 13:22:05,negative,False,0,0,"#sociedad / ryanair  vueling,  la cabeza de los retrasos en los aeropueos ","[43.248521, -2.947576]","Bilbao, España",Madrid,negative,,sociedad
941597645050732544,2017-12-15 09:15:47,negative,False,0,0,#aytalento #lasubcontrata #aitalento poada - no parecía que este momento fuera  llegar pero hoy ha sucedido. el… ,,,Pacific Time (US & Canada),negative,,aytalento|lasubcontrata|aitalento
943956297036288000,2017-12-21 21:28:13,positive,False,0,0,tres niños pequeños gritando  llorando no van  poder conmigo. #enjoyingtheflight #sunset &amp; #gintonic couesy of… ,,"Vienna, Austria",London,positive,,enjoyingtheflight|sunset|gintonic
926115943083896834,2017-11-02 15:57:01,negative,True,0,0,@aerolineas_ar  el #cybermonday de este año? muy  debajo del año pasado! tendré que seguir volando por iberia! una lastima..,,"Ciudad Autónoma de Buenos Aires, Argentina",Buenos Aires,negative,aerolineas_ar,cybermonday
941632887950069760,2017-12-15 11:35:49,positive,True,0,0,@gonzalo_rm78 @ryanair creo que ya no vale sosio (#travelthursday) 🙄🙄😌😂😂😂😘,,,Athens,positive,gonzalo_rm78|ryanair,travelthursday
937709574672601088,2017-12-04 15:45:59,negative,False,0,0,italia abre expediente  ryanair por no informar de los derechos tras una cancelación #noticias #feedly,,,Pacific Time (US & Canada),negative,,noticias|feedly
941298433742303232,2017-12-14 13:26:49,neutral,True,0,0,@ryanair #travelthursday berlinnnnnnnnnn. dedos cruzados,,,Madrid,neutral,ryanair,travelthursday
934032248235614208,2017-11-24 12:13:36,neutral,False,0,0,selfie loco pero ¿podría ser real? danos tu opinión  continuación 👇🏻 sigue  👉🏻 @lolapordios #selfieforseb… ,,,Pacific Time (US & Canada),neutral,lolapordios,selfieforseb
941662596947759105,2017-12-15 13:33:53,neutral,True,0,0,@ryanair fuee ventura #travelthursday,,,Greenland,neutral,ryanair,travelthursday
944272564930732032,2017-12-22 18:24:57,negative,False,0,0,los vuelos de #iberia los hace #level ?? #revolución !! @tanaflying ,,,Buenos Aires,negative,tanaflying,iberia|level|revolución
941402148016975872,2017-12-14 20:18:57,positive,True,0,0,@iberia feliz cumpleaños #iberia ,,,Madrid,positive,iberia,iberia
927946875021479937,2017-11-07 17:12:30,positive,False,0,0,"retweeted iberia (@iberia): di #holacolombia ✋ haz , síguenos, ¡ entrarás en el #soeo de un je para !... ",,,Bogota,positive,iberia,holacolombia|soeo
927888598367686656,2017-11-07 13:20:55,negative,False,0,0,que desastre!! #luggagedamaged #iberia ,,,,negative,,luggagedamaged|iberia
